Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Shipping_Cost,Ship_Mode,Order_Priority,Year,Order_Month,Order_Quarter,Order_Day,Shipping_Days,Profit_Margin
SF-2014-9280,2014-03-18,2014-03-21,RB-93301,OFF-ADV-10003369,22,2,0.0,3.3,1.36,Second Class,High,2014,March,1,Tuesday,3,15.0
IN-2014-24384,2014-04-22,2014-04-25,RB-193601,OFF-FA-10002636,31,3,0.0,2.43,2.8,Second Class,Critical,2014,April,2,Tuesday,3,7.84
ES-2014-1275947,2014-05-05,2014-05-09,RC-198252,OFF-FA-10000571,71,5,0.0,16.2,14.44,Second Class,High,2014,May,2,Monday,4,22.82
IN-2014-18672,2014-05-23,2014-05-25,RM-193751,OFF-FA-10004606,20,2,0.0,1.02,7.03,Second Class,Critical,2014,May,2,Friday,2,5.1
MX-2014-162782,2014-06-05,2014-06-07,SG-204703,OFF-FA-10002719,91,8,0.0,0.8,17.578,Second Class,High,2014,June,2,Thursday,2,0.88
CA-2014-9470,2014-06-23,2014-06-25,SH-103952,OFF-ADV-10000308,14,1,0.0,4.83,1.63,Second Class,High,2014,June,2,Monday,2,34.5
MX-2014-118927,2014-06-24,2014-06-26,TP-214153,OFF-FA-10003499,18,2,0.0,3.44,2.777,Second Class,High,2014,June,2,Tuesday,2,19.11
ES-2014-4180239,2014-06-26,2014-06-28,RB-193602,OFF-FA-10001711,32,2,0.0,10.62,8.54,Second Class,Critical,2014,June,2,Thursday,2,33.19
IN-2014-60630,2014-07-04,2014-07-06,MS-173651,OFF-FA-10004795,34,3,0.0,0.27,10.66,Second Class,Critical,2014,July,3,Friday,2,0.79
ES-2014-1102132,2014-07-11,2014-07-13,NP-183252,OFF-FA-10002350,26,3,0.0,9.99,5.25,Second Class,High,2014,July,3,Friday,2,38.42
SA-2014-9840,2014-08-01,2014-08-03,JH-59852,OFF-ADV-10003050,33,2,0.0,10.92,7.92,Second Class,Critical,2014,August,3,Friday,2,33.09
IN-2014-41093,2014-08-08,2014-08-11,CC-122201,OFF-FA-10004705,41,3,0.0,4.05,4.0,Second Class,High,2014,August,3,Friday,3,9.88
ES-2014-2388184,2014-08-12,2014-08-14,JW-159552,OFF-FA-10002066,59,3,0.0,29.61,2.19,Second Class,High,2014,August,3,Tuesday,2,50.19
ES-2014-1012006,2014-08-22,2014-08-24,TC-212952,OFF-FA-10002350,18,2,0.0,6.66,4.64,Second Class,Critical,2014,August,3,Friday,2,37.0
UP-2014-3450,2014-08-27,2014-08-29,ST-105302,OFF-ACC-10004782,11,1,0.0,2.19,1.46,Second Class,High,2014,August,3,Wednesday,2,19.91
MX-2014-148572,2014-09-22,2014-09-24,PW-192403,OFF-FA-10003994,43,5,0.0,0.8,6.828,Second Class,High,2014,September,3,Monday,2,1.86
MX-2014-131940,2014-09-23,2014-09-26,PG-188203,OFF-FA-10000700,27,3,0.0,1.08,5.021,Second Class,High,2014,September,3,Tuesday,3,4.0
MX-2014-114916,2014-10-22,2014-10-24,AH-104653,OFF-FA-10003977,32,3,0.0,15.0,4.991,Second Class,High,2014,October,4,Wednesday,2,46.88
MX-2014-102778,2014-11-10,2014-11-12,AJ-109603,OFF-FA-10003022,44,4,0.0,16.4,6.584,Second Class,High,2014,November,4,Monday,2,37.27
KG-2014-2870,2014-12-02,2014-12-05,RH-95552,OFF-STO-10004779,115,8,0.0,24.0,15.32,Second Class,High,2014,December,4,Tuesday,3,20.87
MX-2014-108189,2014-12-04,2014-12-07,DL-133303,OFF-FA-10003734,34,3,0.0,16.5,4.201,Second Class,High,2014,December,4,Thursday,3,48.53
ES-2014-5664853,2014-12-11,2014-12-13,BN-115152,OFF-FA-10004140,42,3,0.0,13.32,5.13,Second Class,High,2014,December,4,Thursday,2,31.71
IN-2014-62709,2014-12-18,2014-12-20,IG-150851,OFF-FA-10001651,27,2,0.0,7.02,4.21,Second Class,High,2014,December,4,Thursday,2,26.0
SF-2011-8180,2011-02-10,2011-02-15,JH-58201,OFF-ADV-10000177,44,4,0.0,18.0,3.1,Second Class,Medium,2011,February,1,Thursday,5,40.91
ES-2011-5987802,2011-02-18,2011-02-22,DL-129252,OFF-FA-10004344,55,5,0.0,8.25,1.27,Second Class,Medium,2011,February,1,Friday,4,15.0
ES-2011-5987802,2011-02-18,2011-02-22,DL-129252,OFF-FA-10002350,62,7,0.0,23.31,7.12,Second Class,Medium,2011,February,1,Friday,4,37.6
IN-2011-58341,2011-02-21,2011-02-25,AR-105101,OFF-FA-10001309,25,2,0.0,4.74,2.96,Second Class,Medium,2011,February,1,Monday,4,18.96
SO-2011-3360,2011-06-01,2011-06-04,AJ-9451,OFF-ADV-10004875,11,1,0.0,4.32,0.74,Second Class,Medium,2011,June,2,Wednesday,3,39.27
SO-2011-3360,2011-06-01,2011-06-04,AJ-9451,OFF-STO-10000683,21,2,0.0,5.88,1.56,Second Class,Medium,2011,June,2,Wednesday,3,28.0
UP-2011-810,2011-06-07,2011-06-11,CA-27752,OFF-STO-10000347,130,8,0.0,45.6,10.05,Second Class,Medium,2011,June,2,Tuesday,4,35.08
IN-2011-53217,2011-06-16,2011-06-21,JG-151601,OFF-FA-10003782,42,3,0.0,7.56,5.16,Second Class,Medium,2011,June,2,Thursday,5,18.0
ES-2011-1868803,2011-06-22,2011-06-25,CS-121302,OFF-FA-10002264,112,8,0.0,24.48,16.03,Second Class,Medium,2011,June,2,Wednesday,3,21.86
MX-2011-155572,2011-07-23,2011-07-26,LH-167503,OFF-FA-10001435,78,7,0.0,7.7,10.419,Second Class,Medium,2011,July,3,Saturday,3,9.87
AG-2011-60,2011-08-13,2011-08-18,TT-110701,OFF-STO-10000007,10,1,0.0,4.26,0.74,Second Class,Medium,2011,August,3,Saturday,5,42.6
ES-2011-4156324,2011-08-26,2011-08-30,SC-203802,OFF-FA-10004474,17,1,0.0,4.17,2.0,Second Class,Medium,2011,August,3,Friday,4,24.53
IN-2011-36179,2011-09-23,2011-09-28,AG-102701,OFF-FA-10001246,80,7,0.0,38.43,6.15,Second Class,Medium,2011,September,3,Friday,5,48.04
MX-2011-147018,2011-10-12,2011-10-16,RB-195703,OFF-FA-10000509,90,7,0.0,24.22,12.697,Second Class,Medium,2011,October,4,Wednesday,4,26.91
ES-2011-4919091,2011-11-09,2011-11-12,AS-102402,OFF-FA-10002248,33,4,0.0,14.16,2.26,Second Class,Medium,2011,November,4,Wednesday,3,42.91
MX-2011-153710,2011-12-29,2011-12-31,AZ-107503,OFF-FA-10004533,15,2,0.0,6.84,0.965,Second Class,Medium,2011,December,4,Thursday,2,45.6
MX-2012-168634,2012-01-18,2012-01-20,JG-151153,OFF-FA-10003638,49,4,0.0,17.04,2.643,Second Class,Medium,2012,January,1,Wednesday,2,34.78
IR-2012-3990,2012-01-25,2012-01-28,IM-50552,OFF-OIC-10003879,79,4,0.0,39.48,8.32,Second Class,Medium,2012,January,1,Wednesday,3,49.97
IN-2012-26113,2012-02-15,2012-02-18,DB-132101,OFF-FA-10002156,44,3,0.0,5.22,0.82,Second Class,Medium,2012,February,1,Wednesday,3,11.86
IN-2012-61638,2012-02-25,2012-03-01,SS-204101,OFF-FA-10000581,41,3,0.0,13.5,5.83,Second Class,Medium,2012,February,1,Saturday,5,32.93
MX-2012-159730,2012-03-16,2012-03-20,IM-150703,OFF-FA-10002552,24,3,0.0,4.02,1.79,Second Class,Medium,2012,March,1,Friday,4,16.75
ES-2012-3239309,2012-03-27,2012-04-01,JM-158652,OFF-FA-10004993,44,3,0.0,11.34,4.57,Second Class,Medium,2012,March,1,Tuesday,5,25.77
MX-2012-128167,2012-06-04,2012-06-08,MC-181003,OFF-FA-10002286,20,2,0.0,9.72,0.315,Second Class,Medium,2012,June,2,Monday,4,48.6
MX-2012-134712,2012-06-27,2012-07-02,MS-173653,OFF-FA-10001567,19,2,0.0,7.84,1.701,Second Class,Medium,2012,June,2,Wednesday,5,41.26
IN-2012-55282,2012-11-02,2012-11-04,AS-102401,OFF-FA-10004795,57,5,0.0,0.45,5.57,Second Class,Medium,2012,November,4,Friday,2,0.79
ES-2012-1211442,2012-11-02,2012-11-06,SW-202752,OFF-FA-10000179,80,6,0.0,19.26,8.6,Second Class,Medium,2012,November,4,Friday,4,24.08
SU-2012-2020,2012-11-20,2012-11-23,AP-9151,OFF-STO-10003605,52,4,0.0,1.44,5.48,Second Class,Medium,2012,November,4,Tuesday,3,2.77
MO-2012-4720,2012-12-12,2012-12-15,JH-59101,OFF-STO-10002708,13,1,0.0,3.27,1.09,Second Class,Medium,2012,December,4,Wednesday,3,25.15
SA-2012-4350,2012-12-20,2012-12-22,EH-39453,OFF-STO-10004841,11,1,0.0,4.26,0.94,Second Class,Medium,2012,December,4,Thursday,2,38.73
ES-2012-1139004,2012-12-31,2013-01-03,RD-195852,OFF-FA-10002652,31,3,0.0,12.78,0.8,Second Class,Medium,2012,December,4,Monday,3,41.23
ES-2013-3939561,2013-01-21,2013-01-24,JG-151602,OFF-FA-10000571,14,1,0.0,3.24,0.89,Second Class,Medium,2013,January,1,Monday,3,23.14
ES-2013-3126391,2013-03-21,2013-03-23,LE-168102,OFF-FA-10001680,30,2,0.0,12.0,2.45,Second Class,Medium,2013,March,1,Thursday,2,40.0
MX-2013-134453,2013-03-27,2013-03-30,RM-193753,OFF-FA-10001700,11,1,0.0,4.32,1.03,Second Class,Medium,2013,March,1,Wednesday,3,39.27
CG-2013-2860,2013-05-17,2013-05-22,AR-5701,OFF-ACC-10001281,19,1,0.0,9.09,1.88,Second Class,Medium,2013,May,2,Friday,5,47.84
TZ-2013-4740,2013-05-27,2013-05-29,JP-55201,OFF-ADV-10000308,14,1,0.0,4.83,1.84,Second Class,Medium,2013,May,2,Monday,2,34.5
MX-2013-105291,2013-06-07,2013-06-12,JW-160753,OFF-FA-10003911,45,4,0.0,3.52,2.279,Second Class,Medium,2013,June,2,Friday,5,7.82
MX-2013-162054,2013-06-24,2013-06-29,RD-194803,OFF-FA-10004920,45,4,0.0,12.96,2.962,Second Class,Medium,2013,June,2,Monday,5,28.8
MX-2013-131541,2013-06-26,2013-06-30,IG-150853,OFF-FA-10000522,42,5,0.0,7.9,3.399,Second Class,Medium,2013,June,2,Wednesday,4,18.81
SY-2013-6790,2013-06-27,2013-07-01,AW-8401,OFF-OIC-10003028,11,1,0.0,5.43,1.35,Second Class,Medium,2013,June,2,Thursday,4,49.36
EG-2013-1250,2013-08-07,2013-08-09,MH-74551,OFF-OIC-10000855,14,1,0.0,2.82,1.48,Second Class,Medium,2013,August,3,Wednesday,2,20.14
MX-2013-134908,2013-08-13,2013-08-18,GT-147553,OFF-FA-10004781,9,1,0.0,1.14,0.531,Second Class,Medium,2013,August,3,Tuesday,5,12.67
IN-2013-49857,2013-10-07,2013-10-12,SF-202001,OFF-FA-10003604,23,2,0.0,3.12,1.51,Second Class,Medium,2013,October,4,Monday,5,13.57
EG-2013-8260,2013-11-08,2013-11-10,GB-45751,OFF-ACC-10000375,10,1,0.0,2.16,1.13,Second Class,Medium,2013,November,4,Friday,2,21.6
IN-2013-72901,2013-11-11,2013-11-15,LT-167651,OFF-FA-10002636,31,3,0.0,2.43,3.57,Second Class,Medium,2013,November,4,Monday,4,7.84
MX-2013-132808,2013-11-28,2013-11-30,LP-170803,OFF-FA-10000099,44,5,0.0,0.4,0.858,Second Class,Medium,2013,November,4,Thursday,2,0.91
ES-2013-2979012,2013-12-16,2013-12-20,ML-182652,OFF-FA-10002047,56,4,0.0,20.04,5.08,Second Class,Medium,2013,December,4,Monday,4,35.79
MX-2013-163790,2013-12-23,2013-12-28,FP-143203,OFF-FA-10002719,34,3,0.0,0.3,4.64,Second Class,Medium,2013,December,4,Monday,5,0.88
MX-2014-123274,2014-03-07,2014-03-12,LC-170503,OFF-FA-10003929,21,2,0.0,5.76,1.681,Second Class,Medium,2014,March,1,Friday,5,27.43
MX-2014-165050,2014-04-16,2014-04-21,IM-150553,OFF-FA-10004637,46,5,0.0,1.8,2.001,Second Class,Medium,2014,April,2,Wednesday,5,3.91
MX-2014-165050,2014-04-16,2014-04-21,IM-150553,OFF-FA-10000801,19,2,0.0,6.12,1.408,Second Class,Medium,2014,April,2,Wednesday,5,32.21
MX-2014-153689,2014-04-25,2014-04-28,BD-113203,OFF-FA-10003929,107,10,0.0,28.8,4.892,Second Class,Medium,2014,April,2,Friday,3,26.92
MX-2014-114944,2014-04-30,2014-05-05,PT-190903,OFF-FA-10004449,23,2,0.0,0.88,2.142,Second Class,Medium,2014,April,2,Wednesday,5,3.83
MX-2014-130512,2014-05-10,2014-05-14,MN-179353,OFF-FA-10003985,22,4,0.0,9.6,0.987,Second Class,Medium,2014,May,2,Saturday,4,43.64
IV-2014-5280,2014-06-14,2014-06-19,JM-61951,OFF-ADV-10000177,44,4,0.0,18.0,3.21,Second Class,Medium,2014,June,2,Saturday,5,40.91
IN-2014-32028,2014-06-17,2014-06-21,JH-161801,OFF-FA-10004659,52,4,0.0,16.56,5.96,Second Class,Medium,2014,June,2,Tuesday,4,31.85
AU-2014-1430,2014-06-26,2014-06-29,PF-91203,OFF-STO-10003878,17,1,0.0,6.33,1.19,Second Class,Medium,2014,June,2,Thursday,3,37.24
ES-2014-1009946,2014-07-05,2014-07-08,EM-140652,OFF-FA-10003789,15,1,0.0,2.46,1.59,Second Class,Medium,2014,July,3,Saturday,3,16.4
ES-2014-1504792,2014-08-02,2014-08-05,HA-149202,OFF-FA-10002803,66,6,0.0,13.14,3.78,Second Class,Medium,2014,August,3,Saturday,3,19.91
IN-2014-65558,2014-08-14,2014-08-19,TB-210551,OFF-FA-10002481,17,1,0.0,0.48,2.58,Second Class,Medium,2014,August,3,Thursday,5,2.82
ES-2014-2228032,2014-08-28,2014-09-01,MC-172752,OFF-FA-10002895,52,5,0.0,10.8,7.65,Second Class,Medium,2014,August,3,Thursday,4,20.77
ES-2014-2228032,2014-08-28,2014-09-01,MC-172752,OFF-FA-10002577,27,2,0.0,2.1,3.12,Second Class,Medium,2014,August,3,Thursday,4,7.78
MX-2014-120579,2014-08-29,2014-09-03,SB-201853,OFF-FA-10003605,48,5,0.0,6.7,2.809,Second Class,Medium,2014,August,3,Friday,5,13.96
MX-2014-118052,2014-09-13,2014-09-18,HG-148453,OFF-FA-10001761,19,2,0.0,4.72,1.775,Second Class,Medium,2014,September,3,Saturday,5,24.84
IN-2014-73587,2014-09-30,2014-10-02,SS-205901,OFF-FA-10000974,14,1,0.0,5.58,1.55,Second Class,Medium,2014,September,3,Tuesday,2,39.86
IN-2014-15872,2014-10-01,2014-10-03,JL-152351,OFF-FA-10001272,12,1,0.0,3.78,0.94,Second Class,Medium,2014,October,4,Wednesday,2,31.5
MX-2014-151435,2014-10-23,2014-10-28,JH-161803,OFF-FA-10004781,53,6,0.0,6.84,4.943,Second Class,Medium,2014,October,4,Thursday,5,12.91
CG-2014-7050,2014-11-13,2014-11-16,DP-30001,OFF-STO-10001671,63,8,0.0,22.56,8.01,Second Class,Medium,2014,November,4,Thursday,3,35.81
IN-2014-35157,2014-11-21,2014-11-23,NF-183851,OFF-FA-10004527,27,2,0.0,4.86,1.47,Second Class,Medium,2014,November,4,Friday,2,18.0
IN-2014-35157,2014-11-21,2014-11-23,NF-183851,OFF-FA-10003838,54,4,0.0,9.72,3.82,Second Class,Medium,2014,November,4,Friday,2,18.0
IN-2014-35157,2014-11-21,2014-11-23,NF-183851,OFF-FA-10004298,22,2,0.0,7.98,1.87,Second Class,Medium,2014,November,4,Friday,2,36.27
IN-2014-84234,2014-12-04,2014-12-09,DB-136151,OFF-FA-10002965,78,4,0.0,20.88,10.39,Second Class,Medium,2014,December,4,Thursday,5,26.77
MX-2011-137064,2011-02-09,2011-02-11,TP-214153,OFF-AP-10001682,423,9,0.0,88.74,35.895,Second Class,High,2011,February,1,Wednesday,2,20.98
RS-2011-2200,2011-03-31,2011-04-02,PG-88952,OFF-HOO-10004243,616,2,0.0,61.56,79.47,Second Class,Medium,2011,March,1,Thursday,2,9.99
IN-2011-18385,2011-05-24,2011-05-26,RO-197801,OFF-AP-10000647,3671,7,0.0,367.08,510.72,Second Class,High,2011,May,2,Tuesday,2,10.0
KE-2011-9210,2011-07-19,2011-07-23,RH-95551,OFF-HAM-10004917,542,1,0.0,244.05,1.78,Second Class,Medium,2011,July,3,Tuesday,4,45.03
RS-2011-2850,2011-08-03,2011-08-05,MW-82202,OFF-HOO-10000445,526,1,0.0,162.96,79.42,Second Class,High,2011,August,3,Wednesday,2,30.98
ES-2011-3937871,2011-08-22,2011-08-24,LC-171402,OFF-AP-10000263,622,2,0.0,18.66,36.35,Second Class,High,2011,August,3,Monday,2,3.0
MX-2011-158204,2011-09-28,2011-09-30,DV-134653,OFF-AP-10001402,137,3,0.0,64.44,12.932,Second Class,High,2011,September,3,Wednesday,2,47.04
IN-2011-33183,2011-10-27,2011-10-29,SB-201701,OFF-AP-10002283,422,5,0.0,122.25,40.41,Second Class,Medium,2011,October,4,Thursday,2,28.97
ES-2011-2962852,2011-11-03,2011-11-05,RD-195852,OFF-AP-10004183,1207,4,0.0,108.6,150.48,Second Class,Critical,2011,November,4,Thursday,2,9.0
MX-2011-165106,2011-11-04,2011-11-07,JL-158353,OFF-AP-10004627,1086,3,0.0,32.58,55.809,Second Class,Medium,2011,November,4,Friday,3,3.0
MX-2011-138002,2011-11-10,2011-11-15,MD-173503,OFF-AP-10000407,3172,9,0.0,856.44,399.849,Second Class,Medium,2011,November,4,Thursday,5,27.0
BO-2011-7760,2011-11-21,2011-11-26,RB-95702,OFF-HOO-10003820,82,1,0.0,28.62,4.73,Second Class,Medium,2011,November,4,Monday,5,34.9
SF-2011-9030,2011-12-12,2011-12-14,JG-51601,OFF-HAM-10001712,142,2,0.0,0.0,10.18,Second Class,High,2011,December,4,Monday,2,0.0
EG-2011-6560,2011-12-28,2011-12-31,DB-30601,OFF-HOO-10004188,191,2,0.0,66.66,35.27,Second Class,High,2011,December,4,Wednesday,3,34.9
IN-2012-37411,2012-01-17,2012-01-20,GA-147251,OFF-AP-10000900,110,3,0.0,7.65,11.69,Second Class,Medium,2012,January,1,Tuesday,3,6.95
MX-2012-169761,2012-01-18,2012-01-20,KB-163153,OFF-AP-10001565,25,1,0.0,3.54,3.6,Second Class,Medium,2012,January,1,Wednesday,2,14.16
MX-2012-169761,2012-01-18,2012-01-20,KB-163153,OFF-AP-10000621,622,3,0.0,298.62,43.103,Second Class,Medium,2012,January,1,Wednesday,2,48.01
IN-2012-35143,2012-01-23,2012-01-27,RO-197801,OFF-AP-10002312,2637,5,0.0,580.05,127.71,Second Class,Medium,2012,January,1,Monday,4,22.0
MO-2012-7520,2012-03-23,2012-03-27,NR-85501,OFF-KIT-10003938,85,1,0.0,40.08,9.37,Second Class,Medium,2012,March,1,Friday,4,47.15
KE-2012-4830,2012-03-28,2012-03-30,KH-63601,OFF-HAM-10000983,997,2,0.0,318.84,176.43,Second Class,High,2012,March,1,Wednesday,2,31.98
AU-2012-6590,2012-04-12,2012-04-14,SK-99902,OFF-CUI-10001060,53,1,0.0,17.1,3.02,Second Class,High,2012,April,2,Thursday,2,32.26
MX-2012-112935,2012-04-13,2012-04-18,JE-157453,OFF-AP-10002941,1387,4,0.0,582.48,67.201,Second Class,Medium,2012,April,2,Friday,5,42.0
IN-2012-47267,2012-05-03,2012-05-08,PB-191501,OFF-AP-10000382,60,1,0.0,19.8,2.68,Second Class,Medium,2012,May,2,Thursday,5,33.0
GG-2012-8530,2012-05-11,2012-05-13,SG-104702,OFF-CUI-10000203,53,1,0.0,19.02,2.17,Second Class,High,2012,May,2,Friday,2,35.89
IN-2012-65915,2012-06-04,2012-06-06,CC-121451,OFF-AP-10001335,166,2,0.0,46.5,27.69,Second Class,High,2012,June,2,Monday,2,28.01
CA-2012-5670,2012-06-29,2012-07-03,BF-10802,OFF-HOO-10000445,526,1,0.0,162.96,53.73,Second Class,High,2012,June,2,Friday,4,30.98
EG-2012-3730,2012-08-02,2012-08-04,RA-92851,OFF-HAM-10004122,567,2,0.0,16.98,104.64,Second Class,Critical,2012,August,3,Thursday,2,2.99
BK-2012-9590,2012-08-06,2012-08-10,NW-84003,OFF-HAM-10002455,58,1,0.0,2.28,6.48,Second Class,High,2012,August,3,Monday,4,3.93
ES-2012-1085063,2012-09-20,2012-09-25,LR-169152,OFF-AP-10004464,2146,4,0.0,364.68,204.29,Second Class,Medium,2012,September,3,Thursday,5,16.99
UP-2012-5960,2012-11-15,2012-11-17,HG-48452,OFF-CUI-10003409,497,1,0.0,84.45,113.97,Second Class,Critical,2012,November,4,Thursday,2,16.99
IN-2012-55625,2012-12-18,2012-12-22,DV-134651,OFF-AP-10000981,138,2,0.0,28.86,14.64,Second Class,High,2012,December,4,Tuesday,4,20.91
ES-2012-1139004,2012-12-31,2013-01-03,RD-195852,OFF-AP-10000437,1584,3,0.0,126.63,215.73,Second Class,Medium,2012,December,4,Monday,3,7.99
ES-2013-3375138,2013-02-22,2013-02-25,TZ-215802,OFF-AP-10004511,2478,5,0.0,1040.55,141.12,Second Class,Medium,2013,February,1,Friday,3,41.99
ES-2013-3042991,2013-03-20,2013-03-23,CC-123702,OFF-AP-10002397,2699,9,0.0,890.46,369.98,Second Class,High,2013,March,1,Wednesday,3,32.99
IZ-2013-2240,2013-05-03,2013-05-07,BD-17252,OFF-KIT-10004058,568,1,0.0,136.38,79.43,Second Class,High,2013,May,2,Friday,4,24.01
IN-2013-73951,2013-06-06,2013-06-08,PF-191201,OFF-AP-10003500,3702,12,0.0,1036.08,804.54,Second Class,Critical,2013,June,2,Thursday,2,27.99
IN-2013-12757,2013-06-07,2013-06-09,PS-187601,OFF-AP-10002186,427,5,0.0,34.05,67.89,Second Class,Critical,2013,June,2,Friday,2,7.97
MX-2013-105291,2013-06-07,2013-06-12,JW-160753,OFF-AP-10004921,153,3,0.0,61.32,18.982,Second Class,Medium,2013,June,2,Friday,5,40.08
MX-2013-134985,2013-07-08,2013-07-10,SB-201853,OFF-AP-10001797,177,4,0.0,1.76,42.428,Second Class,Critical,2013,July,3,Monday,2,0.99
MX-2013-117996,2013-08-06,2013-08-10,CK-125953,OFF-AP-10002364,170,3,0.0,61.02,14.335,Second Class,Medium,2013,August,3,Tuesday,4,35.89
MX-2013-117471,2013-08-14,2013-08-18,AG-103303,OFF-AP-10000329,1052,3,0.0,0.0,166.26,Second Class,High,2013,August,3,Wednesday,4,0.0
MX-2013-166772,2013-09-30,2013-10-02,CB-120253,OFF-AP-10001565,76,3,0.0,10.62,5.589,Second Class,High,2013,September,3,Monday,2,13.97
CA-2013-5470,2013-10-18,2013-10-20,NG-84302,OFF-HOO-10001783,617,2,0.0,123.42,65.33,Second Class,High,2013,October,4,Friday,2,20.0
ES-2013-1525878,2013-11-04,2013-11-06,LT-167652,OFF-AP-10002321,1856,6,0.0,909.54,305.25,Second Class,Critical,2013,November,4,Monday,2,49.01
ES-2013-2354581,2013-11-05,2013-11-07,SC-200952,OFF-AP-10002238,344,5,0.0,10.2,73.37,Second Class,Critical,2013,November,4,Tuesday,2,2.97
CG-2013-3910,2013-12-05,2013-12-07,KB-63151,OFF-CUI-10004536,266,4,0.0,2.64,35.0,Second Class,High,2013,December,4,Thursday,2,0.99
CG-2013-3910,2013-12-05,2013-12-07,KB-63151,OFF-HAM-10004122,283,1,0.0,8.49,34.8,Second Class,High,2013,December,4,Thursday,2,3.0
IN-2014-34870,2014-02-25,2014-02-27,MJ-177401,OFF-AP-10000391,84,2,0.0,37.86,1.18,Second Class,Medium,2014,February,1,Tuesday,2,45.07
CG-2014-6750,2014-03-06,2014-03-11,PF-91201,OFF-BRE-10000493,62,1,0.0,26.58,1.76,Second Class,Medium,2014,March,1,Thursday,5,42.87
SF-2014-200,2014-03-12,2014-03-15,EH-39451,OFF-BRE-10001107,562,1,0.0,101.07,139.62,Second Class,Critical,2014,March,1,Wednesday,3,17.98
MX-2014-169383,2014-04-08,2014-04-10,TZ-215803,OFF-AP-10004453,109,2,0.0,14.16,8.194,Second Class,Medium,2014,April,2,Tuesday,2,12.99
MX-2014-101980,2014-04-17,2014-04-20,AA-104803,OFF-AP-10001106,1802,5,0.0,180.1,241.537,Second Class,Medium,2014,April,2,Thursday,3,9.99
IN-2014-24384,2014-04-22,2014-04-25,RB-193601,OFF-AP-10001567,455,5,0.0,190.95,169.8,Second Class,Critical,2014,April,2,Tuesday,3,41.97
MA-2014-6360,2014-05-10,2014-05-13,MC-72751,OFF-HAM-10003663,542,1,0.0,200.43,63.77,Second Class,Medium,2014,May,2,Saturday,3,36.98
IN-2014-47806,2014-05-17,2014-05-22,DO-134351,OFF-AP-10001931,2153,4,0.0,861.24,149.14,Second Class,Medium,2014,May,2,Saturday,5,40.0
MX-2014-113495,2014-05-20,2014-05-23,JK-156253,OFF-AP-10003561,602,3,0.0,228.84,97.515,Second Class,High,2014,May,2,Tuesday,3,38.01
ZA-2014-4410,2014-05-22,2014-05-25,RA-99451,OFF-KIT-10000717,167,2,0.0,66.72,15.32,Second Class,Medium,2014,May,2,Thursday,3,39.95
BU-2014-370,2014-06-17,2014-06-20,JL-51303,OFF-HAM-10000430,70,1,0.0,3.51,9.49,Second Class,Medium,2014,June,2,Tuesday,3,5.01
IN-2014-75456,2014-07-10,2014-07-15,AA-103751,OFF-AP-10002963,669,8,0.0,280.8,72.67,Second Class,High,2014,July,3,Thursday,5,41.97
UP-2014-4040,2014-07-28,2014-07-31,JH-59103,OFF-CUI-10002413,228,6,0.0,104.94,12.1,Second Class,Medium,2014,July,3,Monday,3,46.03
ES-2014-1504792,2014-08-02,2014-08-05,HA-149202,OFF-AP-10001103,605,2,0.0,217.74,58.65,Second Class,Medium,2014,August,3,Saturday,3,35.99
CG-2014-3470,2014-08-04,2014-08-09,GZ-44701,OFF-CUI-10003409,994,2,0.0,168.9,22.51,Second Class,Medium,2014,August,3,Monday,5,16.99
IN-2014-38531,2014-08-20,2014-08-24,MV-181901,OFF-AP-10003032,3411,6,0.0,136.26,12.64,Second Class,Medium,2014,August,3,Wednesday,4,3.99
MX-2014-120579,2014-08-29,2014-09-03,SB-201853,OFF-AP-10003287,3045,8,0.0,91.2,235.076,Second Class,Medium,2014,August,3,Friday,5,3.0
IN-2014-76282,2014-09-06,2014-09-11,KW-165701,OFF-AP-10001916,359,4,0.0,14.28,38.67,Second Class,Medium,2014,September,3,Saturday,5,3.98
MX-2014-104472,2014-09-17,2014-09-19,CM-119353,OFF-AP-10002681,722,2,0.0,50.56,197.659,Second Class,Critical,2014,September,3,Wednesday,2,7.0
IR-2014-7930,2014-09-26,2014-10-01,JF-53552,OFF-BRE-10003295,603,2,0.0,54.3,83.82,Second Class,Medium,2014,September,3,Friday,5,9.0
IN-2014-25847,2014-10-11,2014-10-14,JK-160901,OFF-AP-10003275,2489,8,0.0,348.24,286.53,Second Class,High,2014,October,4,Saturday,3,13.99
MX-2014-144617,2014-10-16,2014-10-19,AR-105103,OFF-AP-10000639,201,1,0.0,38.2,18.939,Second Class,Medium,2014,October,4,Thursday,3,19.0
MX-2014-123575,2014-10-24,2014-10-26,KT-164653,OFF-AP-10001406,1496,4,0.0,688.08,79.595,Second Class,Medium,2014,October,4,Friday,2,45.99
IN-2014-35157,2014-11-21,2014-11-23,NF-183851,OFF-AP-10003497,1241,4,0.0,434.4,166.93,Second Class,Medium,2014,November,4,Friday,2,35.0
IN-2014-10272,2014-12-02,2014-12-07,PS-187601,OFF-AP-10000904,118,3,0.0,25.92,12.11,Second Class,Medium,2014,December,4,Tuesday,5,21.97
TZ-2014-8190,2014-12-05,2014-12-07,RH-95551,OFF-KIT-10004058,3410,6,0.0,818.28,763.38,Second Class,High,2014,December,4,Friday,2,24.0
